date,close
2019-06-21,7.9188
2019-06-24,7.9162
2019-06-25,7.5113
2019-06-26,7.6063
2019-06-27,7.6887
2019-06-28,7.7213
2019-07-01,8.0288
2019-07-02,8.1263
2019-07-03,8.3063
2019-07-05,8.2525
2019-07-08,8.0787
2019-07-09,8.2
2019-07-10,8.4425
2019-07-11,8.42
2019-07-12,8.5612
2019-07-15,8.6337
2019-07-16,8.5113
2019-07-17,8.385
2019-07-18,8.4213
2019-07-19,8.2175
2019-07-22,8.4113
2019-07-23,8.5738
2019-07-24,8.7562
2019-07-25,8.5062
2019-07-26,8.7587
2019-07-29,8.6775
2019-07-30,8.5612
2019-07-31,8.2
2019-08-01,8.085
2019-08-02,7.715
2019-08-05,6.905
2019-08-06,7.1887
2019-08-07,7.2938
2019-08-08,7.7763
2019-08-09,7.5462
2019-08-12,7.2938
2019-08-13,7.7725
2019-08-14,7.0762
2019-08-15,7.0462
2019-08-16,7.3712
2019-08-19,7.7162
2019-08-20,7.5575
2019-08-21,7.75
2019-08-22,7.675
2019-08-23,6.9725
2019-08-26,7.255
2019-08-27,7.2112
2019-08-28,7.2838
2019-08-29,7.615
2019-08-30,7.5613
2019-09-03,7.3412
2019-09-04,7.65
2019-09-05,8.0725
2019-09-06,8.05
2019-09-09,7.9988
2019-09-10,7.9325
2019-09-11,8.1463
2019-09-12,8.2475
2019-09-13,8.16
2019-09-16,8.0475
2019-09-17,8.1538
2019-09-18,8.1487
2019-09-19,8.185
2019-09-20,7.9275
2019-09-23,7.935
2019-09-24,7.6212
2019-09-25,7.865
2019-09-26,7.7862
2019-09-27,7.5038
2019-09-30,7.7038
2019-10-01,7.5175
2019-10-02,7.1325
2019-10-03,7.3675
2019-10-04,7.6775
2019-10-07,7.6063
2019-10-08,7.26
2019-10-09,7.48
2019-10-10,7.6437
2019-10-11,7.93
2019-10-14,7.9387
2019-10-15,8.24
2019-10-16,8.1788
2019-10-17,8.235
2019-10-18,7.9988
2019-10-21,8.21
2019-10-22,8.02
2019-10-23,8.0575
2019-10-24,8.2888
2019-10-25,8.4775
2019-10-28,8.7363
2019-10-29,8.535
2019-10-30,8.655
2019-10-31,8.6613
2019-11-01,8.8963
2019-11-04,9.055
2019-11-05,9.0663
2019-11-06,9.0087
2019-11-07,9.1
2019-11-08,9.2075
2019-11-11,9.1687
2019-11-12,9.2438
2019-11-13,9.23
2019-11-14,9.2275
2019-11-15,9.4012
2019-11-18,9.45
2019-11-19,9.4887
2019-11-20,9.3225
2019-11-21,9.25
2019-11-22,9.275
2019-11-25,9.5962
2019-11-26,9.6538
2019-11-27,9.8488
2019-11-29,9.7175
2019-12-02,9.405
2019-12-03,9.1937
2019-12-04,9.33
2019-12-05,9.3788
2019-12-06,9.6687
2019-12-09,9.55
2019-12-10,9.5288
2019-12-11,9.6725
2019-12-12,9.8938
2019-12-13,9.9825
2019-12-16,10.2688
2019-12-17,10.2825
2019-12-18,10.3063
2019-12-19,10.5162
2019-12-20,10.6412
2019-12-23,10.72
2019-12-24,10.73
2019-12-26,11.0087
2019-12-27,10.9763
2019-12-30,10.7575
2019-12-31,10.8188
2020-01-02,11.355
2020-01-03,11.0463
2020-01-06,11.2563
2020-01-07,11.2425
2020-01-08,11.5013
2020-01-09,11.7913
2020-01-10,11.695
2020-01-13,12.1038
2020-01-14,11.9625
2020-01-15,11.97
2020-01-16,12.3038
2020-01-17,12.4875
2020-01-21,12.4812
2020-01-22,12.5663
2020-01-23,12.6825
2020-01-24,12.3538
2020-01-27,11.59
2020-01-28,12.1288
2020-01-29,12.1725
2020-01-30,12.31
2020-01-31,11.705
2020-02-03,12.2425
