date,close
2021-07-28,10.0
2021-07-29,9.7
2021-07-30,9.71
2021-08-02,9.85
2021-08-03,9.75
2021-08-04,9.75
2021-08-05,9.76
2021-08-06,9.75
2021-08-09,9.77
2021-08-10,9.75
2021-08-11,9.74
2021-08-12,9.75
2021-08-13,9.768
2021-08-16,9.78
2021-08-17,9.78
2021-08-18,9.78
2021-08-19,9.77
2021-08-20,9.79
2021-08-23,9.77
2021-08-24,9.78
2021-08-25,9.79
2021-08-26,9.8
2021-08-27,9.89
2021-08-30,9.89
2021-08-31,9.87
2021-09-01,9.87
2021-09-02,9.87
2021-09-03,9.89
2021-09-07,9.89
2021-09-08,9.89
2021-09-09,9.89
2021-09-10,9.9009
2021-09-13,9.93
2021-09-14,9.83
2021-09-15,9.83
2021-09-16,9.9
2021-09-17,9.92
2021-09-20,9.92
2021-09-21,9.92
2021-09-22,9.92
2021-09-23,9.92
2021-09-24,9.92
2021-09-27,9.91
2021-09-28,9.91
2021-09-29,9.89
2021-09-30,9.9
2021-10-01,9.9
2021-10-04,9.89
2021-10-05,9.91
2021-10-06,9.91
2021-10-07,9.91
2021-10-08,9.9
2021-10-11,9.9
2021-10-12,9.9
2021-10-13,9.93
2021-10-14,9.93
2021-10-15,9.94
2021-10-18,9.94
2021-10-19,9.92
2021-10-20,9.93
2021-10-21,9.96
2021-10-22,9.96
2021-10-25,9.94
2021-10-26,9.95
2021-10-27,9.95
2021-10-28,9.95
2021-10-29,9.92
2021-11-01,9.92
2021-11-02,9.92
2021-11-03,9.9586
2021-11-04,9.95
2021-11-05,9.95
2021-11-08,9.96
2021-11-09,9.96
2021-11-10,9.96
2021-11-11,10.0
2021-11-12,9.97
2021-11-15,9.99
2021-11-16,10.0
2021-11-17,9.97
2021-11-18,10.39
2021-11-19,10.34
2021-11-22,10.41
2021-11-23,10.25
2021-11-24,10.24
2021-11-26,10.27
2021-11-29,10.24
2021-11-30,10.24
2021-12-01,10.28
2021-12-02,10.18
2021-12-03,10.13
2021-12-06,10.18
2021-12-07,10.2
2021-12-08,10.2
2021-12-09,10.18
2021-12-10,10.11
2021-12-13,10.12
2021-12-14,10.07
2021-12-15,10.02
2021-12-16,9.97
2021-12-17,9.97
2021-12-20,9.964
2021-12-21,9.96
2021-12-22,9.96
2021-12-23,9.96
2021-12-27,10.0
2021-12-28,9.9701
2021-12-29,9.9511
2021-12-30,9.96
2021-12-31,9.96
2022-01-03,9.97
2022-01-04,9.99
2022-01-05,9.99
2022-01-06,9.98
2022-01-07,9.97
2022-01-10,9.95
2022-01-11,9.95
2022-01-12,9.95
2022-01-13,9.96
2022-01-14,9.9501
2022-01-18,9.9411
2022-01-19,9.9407
2022-01-20,9.94
2022-01-21,9.9335
2022-01-24,9.93
2022-01-25,9.94
2022-01-26,9.95
2022-01-27,9.95
2022-01-28,9.97
2022-01-31,9.96
2022-02-01,9.98
2022-02-02,9.98
2022-02-03,9.96
2022-02-04,9.97
2022-02-07,9.98
2022-02-08,9.99
2022-02-09,9.98
2022-02-10,9.99
2022-02-11,10.0
2022-02-14,10.0
2022-02-15,10.01
2022-02-16,10.0
2022-02-17,9.995
2022-02-18,10.0201
2022-02-22,9.9879
2022-02-23,10.0
2022-02-24,10.005
2022-02-25,10.0075
2022-02-28,10.01
2022-03-01,10.03
2022-03-02,10.03
2022-03-03,10.02
2022-03-04,10.0275
2022-03-07,10.0205
2022-03-08,10.0202
2022-03-09,10.045
2022-03-10,10.04
2022-03-11,10.0401
2022-03-14,10.0301
2022-03-15,10.03
2022-03-16,10.03
2022-03-17,10.035
2022-03-18,10.034
2022-03-21,10.03
2022-03-22,10.045
2022-03-23,10.05
2022-03-24,10.0441
2022-03-25,10.0423
2022-03-28,10.0599
2022-03-29,10.0301
2022-03-30,10.0301
2022-03-31,10.0598
2022-04-01,10.0598
2022-04-04,10.0598
2022-04-05,10.05
2022-04-06,10.0541
2022-04-07,10.055
2022-04-08,10.055
2022-04-11,10.06
2022-04-12,10.06
2022-04-13,10.07
2022-04-14,10.07
2022-04-18,10.065
2022-04-19,10.09
2022-04-20,10.075
2022-04-21,10.09
2022-04-22,10.06
2022-04-25,10.09
2022-04-26,10.07
2022-04-27,10.09
2022-04-28,10.09
2022-04-29,10.08
2022-05-02,10.09
2022-05-03,10.08
2022-05-04,10.1
2022-05-05,10.1
2022-05-06,10.09
2022-05-09,10.08
2022-05-10,10.08
2022-05-11,10.07
2022-05-12,10.08
2022-05-13,10.08
2022-05-16,10.08
2022-05-17,10.08
2022-05-18,10.07
2022-05-19,10.09
2022-05-20,10.09
2022-05-23,10.09
2022-05-24,10.09
2022-05-25,10.09
2022-05-26,10.09
2022-05-27,10.09
2022-05-31,10.1
2022-06-01,10.09
2022-06-02,10.1136
2022-06-03,10.12
2022-06-06,10.12
2022-06-07,10.14
2022-06-08,10.14
2022-06-09,10.14
2022-06-10,10.14
2022-06-13,10.11
2022-06-14,10.11
2022-06-15,10.11
2022-06-16,10.11
2022-06-17,10.11
2022-06-21,10.1132
2022-06-22,10.11
2022-06-23,10.11
2022-06-24,10.11
2022-06-27,10.11
2022-06-28,10.11
2022-06-29,10.11
2022-06-30,10.11
2022-07-01,10.12
2022-07-05,10.12
2022-07-06,10.12
2022-07-07,10.12
2022-07-08,10.15
2022-07-11,10.15
2022-07-12,10.14
2022-07-13,10.15
2022-07-14,10.15
2022-07-15,10.15
2022-07-18,10.15
2022-07-19,10.16
2022-07-20,10.16
2022-07-21,10.16
2022-07-22,10.16
2022-07-25,10.15
2022-07-26,10.165
2022-07-27,10.17
2022-07-28,10.165
2022-07-29,10.16
2022-08-01,10.16
2022-08-02,10.165
2022-08-03,10.175
2022-08-04,10.172
2022-08-05,10.18
2022-08-08,10.19
2022-08-09,10.19
2022-08-10,10.19
2022-08-11,10.15
2022-08-12,10.19
2022-08-15,10.19
2022-08-16,10.19
2022-08-17,10.2
2022-08-18,10.19
2022-08-19,10.19
2022-08-22,10.2
2022-08-23,10.205
2022-08-24,10.205
2022-08-25,10.205
2022-08-26,10.205
2022-08-29,10.2
2022-08-30,10.2
2022-08-31,10.22
2022-09-01,10.22
2022-09-02,10.22
2022-09-06,10.22
2022-09-07,10.27
2022-09-08,10.25
2022-09-09,10.25
2022-09-12,10.25
2022-09-13,10.25
2022-09-14,10.25
2022-09-15,10.25
2022-09-16,10.25
2022-09-19,10.25
2022-09-20,10.25
2022-09-21,10.26
2022-09-22,10.27
2022-09-23,10.26
2022-09-26,10.26
2022-09-27,10.26
2022-09-28,10.28
2022-09-29,10.27
2022-09-30,10.27
2022-10-03,10.28
2022-10-04,10.28
2022-10-05,10.28
2022-10-06,10.28
2022-10-07,10.31
2022-10-10,10.31
2022-10-11,10.31
2022-10-12,10.29
2022-10-13,10.29
2022-10-14,10.29
2022-10-17,10.3
2022-10-18,10.28
2022-10-19,10.28
2022-10-20,10.31
2022-10-21,10.31
2022-10-24,10.31
2022-10-25,10.28
2022-10-26,10.31
2022-10-27,10.31
2022-10-28,10.29
2022-10-31,10.29
2022-11-01,10.29
2022-11-02,10.31
2022-11-03,10.3
2022-11-04,10.3
2022-11-07,10.3
2022-11-08,10.3001
2022-11-09,10.3
2022-11-10,10.3
2022-11-11,10.3
2022-11-14,10.335
2022-11-15,10.35
2022-11-16,10.335
