date,close
2019-06-21,53.575
2019-06-24,53.675
2019-06-25,52.745
2019-06-26,54.305
2019-06-27,55.035
2019-06-28,55.09
2019-07-01,56.645
2019-07-02,55.98
2019-07-03,55.775
2019-07-05,55.365
2019-07-08,55.005
2019-07-09,55.39
2019-07-10,55.94
2019-07-11,56.095
2019-07-12,57.125
2019-07-15,57.585
2019-07-16,56.99
2019-07-17,57.195
2019-07-18,58.225
2019-07-19,58.23
2019-07-22,59.395
2019-07-23,60.055
2019-07-24,61.655
2019-07-25,60.54
2019-07-26,60.415
2019-07-29,60.62
2019-07-30,60.35
2019-07-31,58.545
2019-08-01,57.365
2019-08-02,56.585
2019-08-05,54.145
2019-08-06,55.005
2019-08-07,55.305
2019-08-08,56.72
2019-08-09,55.74
2019-08-12,55.08
2019-08-13,56.66
2019-08-14,54.835
2019-08-15,54.775
2019-08-16,56.115
2019-08-19,57.04
2019-08-20,56.715
2019-08-21,57.295
2019-08-22,57.22
2019-08-23,54.85
2019-08-26,55.415
2019-08-27,55.285
2019-08-28,55.64
2019-08-29,56.845
2019-08-30,57.21
2019-09-03,56.305
2019-09-04,57.965
2019-09-05,59.725
2019-09-06,59.775
2019-09-09,60.005
2019-09-10,60.125
2019-09-11,60.89
2019-09-12,60.985
2019-09-13,60.955
2019-09-16,60.545
2019-09-17,60.79
2019-09-18,60.855
2019-09-19,60.61
2019-09-20,59.475
2019-09-23,59.985
2019-09-24,59.095
2019-09-25,60.105
2019-09-26,60.315
2019-09-27,58.885
2019-09-30,59.565
2019-10-01,59.16
2019-10-02,58.195
2019-10-03,59.09
2019-10-04,60.13
2019-10-07,59.83
2019-10-08,58.26
2019-10-09,59.285
2019-10-10,59.85
2019-10-11,61.215
2019-10-14,61.305
2019-10-15,62.525
2019-10-16,61.615
2019-10-17,61.655
2019-10-18,61.05
2019-10-21,62.195
2019-10-22,61.725
2019-10-23,60.65
2019-10-24,62.255
2019-10-25,63.515
2019-10-28,64.48
2019-10-29,64.04
2019-10-30,64.11
2019-10-31,63.745
2019-11-01,65.06
2019-11-04,66.445
