date,close
2019-06-21,13.53
2019-06-24,13.32
2019-06-25,13.25
2019-06-26,13.3
2019-06-27,13.43
2019-06-28,13.49
2019-07-01,13.6
2019-07-02,13.51
2019-07-03,13.45
2019-07-05,13.46
2019-07-08,13.29
2019-07-09,13.3
2019-07-10,13.3
2019-07-11,13.22
2019-07-12,13.31
2019-07-15,13.36
2019-07-16,13.58
2019-07-17,13.22
2019-07-18,13.28
2019-07-19,13.14
2019-07-22,13.26
2019-07-23,13.38
2019-07-24,13.57
2019-07-25,13.37
2019-07-26,13.43
2019-07-29,13.38
2019-07-30,13.38
2019-07-31,13.16
2019-08-01,13.03
2019-08-02,12.98
2019-08-05,12.76
2019-08-06,12.9
2019-08-07,12.79
2019-08-08,13.03
2019-08-09,13.7
2019-08-12,14.03
2019-08-13,14.04
2019-08-14,13.38
2019-08-15,13.65
2019-08-16,13.76
2019-08-19,13.99
2019-08-20,13.92
2019-08-21,14.1
2019-08-22,14.15
2019-08-23,13.54
2019-08-26,13.66
2019-08-27,13.51
2019-08-28,13.72
2019-08-29,13.8
2019-08-30,13.75
2019-09-03,13.55
2019-09-04,13.89
2019-09-05,14.0
2019-09-06,14.11
2019-09-09,14.37
2019-09-10,14.51
2019-09-11,14.55
2019-09-12,14.42
2019-09-13,14.55
2019-09-16,14.08
2019-09-17,14.25
2019-09-18,14.24
2019-09-19,13.95
2019-09-20,13.94
2019-09-23,14.01
2019-09-24,13.93
2019-09-25,14.04
2019-09-26,13.93
2019-09-27,13.86
2019-09-30,13.92
2019-10-01,13.88
2019-10-02,13.745
2019-10-03,13.69
2019-10-04,13.86
2019-10-07,13.71
2019-10-08,12.97
2019-10-09,13.075
2019-10-10,13.18
2019-10-11,13.5
2019-10-14,13.53
2019-10-15,13.42
2019-10-16,13.66
2019-10-17,13.67
2019-10-18,13.47
2019-10-21,13.65
2019-10-22,13.84
2019-10-23,13.85
2019-10-24,13.81
2019-10-25,13.8
2019-10-28,13.89
2019-10-29,13.96
2019-10-30,13.635
2019-10-31,13.71
2019-11-01,13.76
2019-11-04,13.81
2019-11-05,13.75
2019-11-06,13.55
2019-11-07,13.32
2019-11-08,12.9
2019-11-11,13.15
2019-11-12,13.12
2019-11-13,13.11
2019-11-14,12.91
2019-11-15,12.99
