date,close
2019-06-21,25.95
2019-06-24,25.91
2019-06-25,25.97
2019-06-26,25.99
2019-06-27,25.99
2019-06-28,25.97
2019-07-01,26.16
2019-07-02,26.14
2019-07-03,26.14
2019-07-05,26.28
2019-07-08,26.33
2019-07-09,26.35
2019-07-10,26.24
2019-07-11,26.24
2019-07-12,26.19
2019-07-15,26.23
2019-07-16,26.35
2019-07-17,26.3
2019-07-18,26.16
2019-07-19,26.29
2019-07-22,26.34
2019-07-23,26.46
2019-07-24,26.46
2019-07-25,26.51
2019-07-26,26.55
2019-07-29,26.57
2019-07-30,26.57
2019-07-31,26.73
2019-08-01,26.65
2019-08-02,26.59
2019-08-05,26.46
2019-08-06,26.49
2019-08-07,26.47
2019-08-08,26.49
2019-08-09,26.46
2019-08-12,26.44
2019-08-13,26.56
2019-08-14,26.62
2019-08-15,26.64
2019-08-16,26.66
2019-08-19,26.72
2019-08-20,26.66
2019-08-21,26.69
2019-08-22,26.67
2019-08-23,26.52
2019-08-26,26.66
2019-08-27,26.64
2019-08-28,26.7
2019-08-29,26.77
2019-08-30,26.87
2019-09-03,26.93
2019-09-04,26.76
2019-09-05,26.77
2019-09-06,26.78
2019-09-09,26.73
2019-09-10,26.76
2019-09-11,26.84
2019-09-12,26.76
2019-09-13,26.72
2019-09-16,26.84
2019-09-17,26.72
2019-09-18,26.82
2019-09-19,26.76
2019-09-20,26.83
2019-09-23,26.87
2019-09-24,26.77
2019-09-25,26.98
2019-09-26,27.05
2019-09-27,27.01
2019-09-30,27.1
2019-10-01,27.01
2019-10-02,26.99
2019-10-03,26.98
2019-10-04,26.96
2019-10-07,27.01
2019-10-08,27.05
2019-10-09,27.03
2019-10-10,26.92
2019-10-11,26.82
2019-10-14,26.9
2019-10-15,26.82
2019-10-16,26.75
2019-10-17,26.65
2019-10-18,26.55
2019-10-21,26.57
2019-10-22,26.63
2019-10-23,26.62
2019-10-24,26.7
2019-10-25,26.73
2019-10-28,26.71
2019-10-29,26.7
2019-10-30,26.64
2019-10-31,26.59
2019-11-01,26.58
2019-11-04,26.68
2019-11-05,26.78
2019-11-06,26.78
2019-11-07,26.84
2019-11-08,26.9
2019-11-11,26.86
2019-11-12,26.9
2019-11-13,26.89
2019-11-14,26.87
2019-11-15,26.81
2019-11-18,26.76
2019-11-19,26.79
2019-11-20,26.79
2019-11-21,26.83
2019-11-22,26.91
2019-11-25,26.93
2019-11-26,26.9
2019-11-27,26.94
2019-11-29,26.91
2019-12-02,26.8
2019-12-03,26.77
2019-12-04,26.74
2019-12-05,26.68
2019-12-06,26.78
2019-12-09,26.75
2019-12-10,26.72
2019-12-11,26.62
2019-12-12,26.66
2019-12-13,26.66
2019-12-16,26.61
2019-12-17,26.66
2019-12-18,26.71
2019-12-19,26.71
2019-12-20,26.8
2019-12-23,26.26
2019-12-24,26.26
2019-12-26,26.22
2019-12-27,26.09
2019-12-30,26.04
2019-12-31,25.97
2020-01-02,26.06
2020-01-03,26.09
2020-01-06,26.03
2020-01-07,26.12
2020-01-08,26.19
2020-01-09,26.24
2020-01-10,26.22
2020-01-13,26.22
2020-01-14,26.23
2020-01-15,26.19
2020-01-16,26.23
2020-01-17,26.32
2020-01-21,26.3
2020-01-22,26.28
2020-01-23,26.35
2020-01-24,26.39
2020-01-27,26.43
2020-01-28,26.43
2020-01-29,26.47
2020-01-30,26.39
2020-01-31,26.28
2020-02-03,26.41
2020-02-04,26.45
2020-02-05,26.55
2020-02-06,26.6
2020-02-07,26.66
2020-02-10,26.7
2020-02-11,26.67
2020-02-12,26.74
2020-02-13,26.77
2020-02-14,26.76
2020-02-18,26.86
2020-02-19,26.91
2020-02-20,26.99
2020-02-21,26.83
2020-02-24,26.84
2020-02-25,26.76
2020-02-26,26.78
2020-02-27,26.62
2020-02-28,26.53
2020-03-02,26.39
2020-03-03,26.28
2020-03-04,26.37
2020-03-05,26.17
2020-03-06,26.02
2020-03-09,25.74
2020-03-10,26.12
2020-03-11,26.16
2020-03-12,26.44
2020-03-13,27.44
2020-03-16,26.56
2020-03-17,27.03
2020-03-18,27.44
2020-03-19,28.09
2020-03-20,28.01
2020-03-23,27.97
2020-03-24,27.65
2020-03-25,27.39
2020-03-26,26.95
2020-03-27,26.73
2020-03-30,26.85
2020-03-31,26.83
2020-04-01,27.0
2020-04-02,27.14
2020-04-03,27.29
2020-04-06,27.3
2020-04-07,27.05
2020-04-08,27.15
2020-04-09,26.95
2020-04-13,26.91
2020-04-14,26.76
2020-04-15,26.96
2020-04-16,27.08
2020-04-17,27.01
2020-04-20,27.1
2020-04-21,27.14
2020-04-22,27.22
2020-04-23,27.23
2020-04-24,27.17
2020-04-27,27.1
2020-04-28,27.07
2020-04-29,26.96
2020-04-30,26.79
2020-05-01,26.82
2020-05-04,26.97
2020-05-05,26.99
2020-05-06,27.12
2020-05-07,27.04
2020-05-08,27.03
2020-05-11,27.13
2020-05-12,27.08
2020-05-13,27.13
2020-05-14,27.16
2020-05-15,27.18
2020-05-18,26.96
2020-05-19,26.94
2020-05-20,26.85
2020-05-21,26.91
2020-05-22,26.99
2020-05-26,26.79
2020-05-27,26.78
2020-05-28,26.64
2020-05-29,26.6
2020-06-01,26.45
2020-06-02,26.42
2020-06-03,26.26
2020-06-04,26.16
2020-06-05,26.21
2020-06-08,26.14
2020-06-09,26.06
2020-06-10,25.93
2020-06-11,26.19
2020-06-12,26.26
2020-06-15,26.15
2020-06-16,26.23
2020-06-17,26.25
2020-06-18,26.35
2020-06-19,26.38
2020-06-22,26.24
2020-06-23,26.15
2020-06-24,26.27
2020-06-25,26.31
2020-06-26,26.35
2020-06-29,26.36
2020-06-30,26.32
2020-07-01,26.26
2020-07-02,26.28
2020-07-06,26.14
2020-07-07,26.2
2020-07-08,26.06
2020-07-09,26.15
2020-07-10,26.11
2020-07-13,26.07
2020-07-14,26.02
2020-07-15,25.95
2020-07-16,26.04
2020-07-17,25.93
2020-07-20,25.89
2020-07-21,25.73
2020-07-22,25.66
2020-07-23,25.61
2020-07-24,25.5
2020-07-27,25.31
2020-07-28,25.35
2020-07-29,25.23
2020-07-30,25.13
2020-07-31,25.28
2020-08-03,25.28
2020-08-04,25.19
2020-08-05,25.08
2020-08-06,25.08
2020-08-07,25.23
2020-08-10,25.27
2020-08-11,25.31
2020-08-12,25.23
2020-08-13,25.22
2020-08-14,25.18
2020-08-17,25.07
2020-08-18,24.93
2020-08-19,25.13
2020-08-20,25.06
2020-08-21,25.18
2020-08-24,25.22
2020-08-25,25.13
2020-08-26,25.1
2020-08-27,25.13
2020-08-28,24.93
2020-08-31,24.9
2020-09-01,24.95
2020-09-02,25.04
2020-09-03,25.05
2020-09-04,25.09
2020-09-08,25.22
2020-09-09,25.18
2020-09-10,25.23
2020-09-11,25.18
2020-09-14,25.12
2020-09-15,25.14
2020-09-16,25.17
2020-09-17,25.08
2020-09-18,25.11
2020-09-21,25.29
2020-09-22,25.38
2020-09-23,25.52
2020-09-24,25.48
2020-09-25,25.55
2020-09-28,25.47
2020-09-29,25.35
2020-09-30,25.35
2020-10-01,25.31
2020-10-02,25.37
2020-10-05,25.26
2020-10-06,25.33
2020-10-07,25.3
2020-10-08,25.29
2020-10-09,25.14
2020-10-12,25.11
2020-10-13,25.26
2020-10-14,25.2
2020-10-15,25.32
2020-10-16,25.29
2020-10-19,25.21
2020-10-20,25.13
2020-10-21,25.0
2020-10-22,25.1
2020-10-23,25.04
2020-10-26,25.13
2020-10-27,25.08
2020-10-28,25.24
2020-10-29,25.34
2020-10-30,25.37
2020-11-02,25.4
2020-11-03,25.26
2020-11-04,25.22
2020-11-05,24.98
2020-11-06,24.89
2020-11-09,25.05
2020-11-10,25.05
2020-11-11,25.08
2020-11-12,25.08
2020-11-13,25.03
2020-11-16,24.97
2020-11-17,24.93
2020-11-18,24.94
2020-11-19,24.9
2020-11-20,24.93
2020-11-23,24.97
2020-11-24,24.85
2020-11-25,24.81
2020-11-27,24.76
2020-11-30,24.82
2020-12-01,24.6
2020-12-02,24.57
2020-12-03,24.44
2020-12-04,24.47
2020-12-07,24.51
2020-12-08,24.54
2020-12-09,24.55
2020-12-10,24.48
2020-12-11,24.54
2020-12-14,24.47
2020-12-15,24.39
2020-12-16,24.36
2020-12-17,24.23
2020-12-18,24.26
2020-12-21,24.31
2020-12-22,24.44
2020-12-23,24.33
2020-12-24,24.35
2020-12-28,24.35
2020-12-29,24.27
2020-12-30,24.17
2020-12-31,24.24
2021-01-04,24.26
2021-01-05,24.12
2021-01-06,24.09
2021-01-07,24.23
2021-01-08,24.27
2021-01-11,24.42
2021-01-12,24.29
2021-01-13,24.37
2021-01-14,24.32
2021-01-15,24.48
2021-01-19,24.41
2021-01-20,24.4
2021-01-21,24.29
2021-01-22,24.34
2021-01-25,24.37
2021-01-26,24.3
2021-01-27,24.45
2021-01-28,24.39
2021-01-29,24.42
2021-02-01,24.54
2021-02-02,24.57
2021-02-03,24.56
2021-02-04,24.67
2021-02-05,24.53
2021-02-08,24.52
2021-02-09,24.39
2021-02-10,24.38
2021-02-11,24.37
2021-02-12,24.39
2021-02-16,24.39
2021-02-17,24.49
2021-02-18,24.41
2021-02-19,24.35
2021-02-22,24.28
2021-02-23,24.3
2021-02-24,24.26
2021-02-25,24.34
2021-02-26,24.52
2021-03-01,24.54
2021-03-02,24.45
2021-03-03,24.52
2021-03-04,24.68
2021-03-05,24.77
2021-03-08,24.91
2021-03-09,24.77
2021-03-10,24.73
2021-03-11,24.61
2021-03-12,24.69
2021-03-15,24.74
2021-03-16,24.74
2021-03-17,24.62
2021-03-18,24.77
2021-03-19,24.78
2021-03-22,24.73
2021-03-23,24.88
2021-03-24,24.94
2021-03-25,25.01
2021-03-26,24.98
2021-03-29,25.04
2021-03-30,25.14
2021-03-31,25.12
2021-04-01,25.01
2021-04-05,24.93
2021-04-06,24.87
2021-04-07,24.9
2021-04-08,24.79
2021-04-09,24.81
2021-04-12,24.8
2021-04-13,24.71
2021-04-14,24.68
2021-04-15,24.68
2021-04-16,24.65
2021-04-19,24.51
2021-04-20,24.55
